Primary Id,Event Id,Event Name,Locations,Date_Time,Semester,Attendee Names,Gender,Department,Degree,Email,Phone Number,Rating,Attendee Satisfaction,Promotion Source,Interesting Exhibit Booths,Food 
43,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Daniel,Female,Computer Science,Undergraduate,campbelldawn@example.org,(144) 288-6039,5,Wasn't Happy,Social Media,2,Yes
18,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Matthew,Male,Electrical Engineering,Undergraduate,kevinwarner@example.org,434.313.5508x317,1,Somewhat Satisfied,Social Media,3,No
40,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Elizabeth,Female,Mechanical Engineering,Undergraduate,hullkatherine@example.net,001-835-482-6254x26340,2,Neutral,Social Media,3,No
14,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Patricia,Male,Civil Engineering,Undergraduate,patricia32@example.org,+1-100-933-0723x7530,3,Neutral,Tech News,2,No
32,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Jennifer,Male,Mechanical Engineering,Graduate,sarahhernandez@example.net,(828) 397-4397,1,Highly Satisfied ,Email,0,No
13,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Anthony,Male,Civil Engineering,Graduate,pjensen@example.org,001-531-099-6322,4,Highly Satisfied ,Tech News,1,No
48,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,George,Male,Electrical Engineering,Undergraduate,victorschultz@example.org,+1-885-825-4154x3639,5,Highly Satisfied ,Friends/Professors,2,Yes
31,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Linda,Male,Electrical Engineering,Undergraduate,barbermike@example.org,381894286,1,Highly Satisfied ,Friends/Professors,3,No
45,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Barbara,Female,Electrical Engineering,Graduate,richardcastillo@example.org,(418) 170-8296,2,Neutral,Friends/Professors,1,No
47,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Donald,Male,Mechanical Engineering,Graduate,mreeves@example.net,(795) 221-3316,2,Somewhat Satisfied,Friends/Professors,2,No
37,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Paul,Female,Electrical Engineering,Graduate,nicole46@example.net,001-135-992-9421x05058,2,Highly Satisfied ,Email,0,Yes
28,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Mark,Male,Civil Engineering,Graduate,jamesmccoy@example.com,(760) 828-7661,2,Somewhat Satisfied,Email,3,No
10,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Andrew,Male,Mechanical Engineering,Graduate,michelle56@example.org,503-918-1017x91934,1,Neutral,Email,1,No
30,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Steven,Female,Computer Science,Graduate,loganrodriguez@example.com,+1-054-021-6626x10923,2,Neutral,Posters,2,No
11,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Kenneth,Male,Chemical Engineering,Graduate,jennifersavage@example.com,(067)023-4992x4180,3,Neutral,Social Media,0,Yes
34,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Edward,Female,Chemical Engineering,Undergraduate,anthony57@example.net,(316) 553-4700,5,Neutral,Social Media,2,No
19,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Joshua,Male,Chemical Engineering,Graduate,kristen83@example.com,324-658-1879x12255,1,Neutral,Friends/Professors,3,Yes
15,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Margaret,Female,Computer Science,Graduate,ojohnson@example.com,(285) 093-2502,2,Somewhat Satisfied,Email,1,No
22,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Brian,Male,Computer Science,Graduate,rickeyrussell@example.org,+1-428-023-6332x572,2,Highly Satisfied ,Tech News,3,No
24,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Kevin,Male,Mechanical Engineering,Graduate,rwhite@example.net,729.028.5481x31567,4,Somewhat Satisfied,Social Media,0,Yes
46,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Jessica,Female,Computer Science,Undergraduate,kbush@example.org,001-069-494-2180,2,Somewhat Satisfied,Posters,3,Yes
27,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Sarah,Male,Civil Engineering,Undergraduate,zachary23@example.com,579.772.3640x89415,4,Highly Satisfied ,Tech News,1,No
49,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Susan,Female,Mechanical Engineering,Undergraduate,suttonashley@example.net,833-243-8942x227,3,Somewhat Satisfied,Social Media,0,Yes
35,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Timothy,Female,Electrical Engineering,Graduate,lthompson@example.net,836.176.9969x6116,3,Highly Satisfied ,Social Media,3,Yes
41,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Dorothy,Male,Civil Engineering,Undergraduate,judith88@example.net,(487) 452-0459,3,Somewhat Satisfied,Email,3,Yes
44,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Jason,Female,Computer Science,Graduate,wmichael@example.org,+1-155-309-8675x5244,5,Neutral,Tech News,3,No
29,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Ronald,Male,Civil Engineering,Graduate,youngchristopher@example.net,513-210-0375x14218,1,Wasn't Happy,Friends/Professors,3,No
38,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Helen,Male,Mechanical Engineering,Graduate,johnsonalyssa@example.org,(293)228-0085x7055,3,Neutral,Tech News,3,No
20,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Ryan,Female,Civil Engineering,Undergraduate,michaeldaniel@example.net,(400) 298-2213,1,Wasn't Happy,Friends/Professors,2,No
16,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Jeffrey,Female,Chemical Engineering,Graduate,sotokirk@example.net,442-517-2603x51037,4,Wasn't Happy,Email,2,No
9,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Karen,Male,Chemical Engineering,Undergraduate,zbrady@example.com,001-372-211-2547x166,5,Neutral,Tech News,0,Yes
21,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Nancy,Female,Mechanical Engineering,Undergraduate,alexanderfarrell@example.com,001-347-699-4667,4,Wasn't Happy,Tech News,2,Yes
17,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Betty,Female,Computer Science,Undergraduate,cookedeborah@example.com,091.176.2122x21246,5,Highly Satisfied ,Tech News,3,No
33,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Lisa,Female,Computer Science,Undergraduate,vjohnson@example.com,702-646-2068x56670,1,Highly Satisfied ,Email,1,No
42,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Jacob,Male,Computer Science,Undergraduate,usmith@example.net,(790) 974-3271,1,Highly Satisfied ,Friends/Professors,3,No
36,1,Bytes Over Bites,"94080 Sierra Crossing Suite 691, Williamsbury, AZ 55855",29/1/2023 22:20,Spring,Nicholas,Male,Computer Science,Graduate,campbellkelly@example.com,+1-349-851-4289x31758,1,Wasn't Happy,Friends/Professors,2,No
71,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Ashley,Male,Civil Engineering,Graduate,anthony12@example.net,(856) 383-6575,2,Highly Satisfied ,Social Media,0,Yes
57,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Eric,Female,Electrical Engineering,Graduate,melissa77@example.com,001-076-474-9257x706,5,Highly Satisfied ,Posters,0,Yes
77,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Frank,Female,Computer Science,Graduate,qowens@example.com,(843) 980-4866,2,Somewhat Satisfied,Tech News,0,No
58,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Gary,Female,Chemical Engineering,Graduate,yduncan@example.net,+1-221-983-7456x48171,2,Somewhat Satisfied,Friends/Professors,0,Yes
73,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Anna,Male,Electrical Engineering,Graduate,vincentowen@example.org,001-683-660-2541x6173,2,Neutral,Friends/Professors,0,Yes
74,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Stephen,Female,Electrical Engineering,Undergraduate,kalvarez@example.org,(775) 142-2360,1,Wasn't Happy,Posters,1,Yes
76,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Jonathan,Male,Civil Engineering,Graduate,mitchellcynthia@example.com,001-225-443-3537x45820,4,Neutral,Email,1,Yes
72,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Sandra,Male,Computer Science,Graduate,justin01@example.net,001-007-124-9152x302,3,Neutral,Social Media,0,Yes
52,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Emily,Male,Mechanical Engineering,Undergraduate,michaelvaughn@example.net,(756)925-8235x98098,2,Wasn't Happy,Email,0,No
56,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Amanda,Female,Chemical Engineering,Graduate,williamskatherine@example.com,(502) 336-2367,5,Wasn't Happy,Tech News,3,No
65,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Kimberly,Female,Mechanical Engineering,Graduate,cynthia90@example.com,001-032-804-7496x8799,2,Highly Satisfied ,Posters,0,Yes
69,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Michelle,Female,Mechanical Engineering,Undergraduate,william64@example.net,(654) 172-9363,5,Highly Satisfied ,Social Media,1,No
63,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Donna,Female,Chemical Engineering,Graduate,pbridges@example.net,(536) 334-3876,4,Highly Satisfied ,Social Media,1,No
51,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Justin,Male,Electrical Engineering,Graduate,lindastokes@example.org,001-206-836-1549,1,Neutral,Social Media,0,No
53,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Laura,Female,Mechanical Engineering,Undergraduate,mcphersonchristian@example.org,001-706-921-9848x185,2,Somewhat Satisfied,Email,3,No
60,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Ruth,Female,Mechanical Engineering,Graduate,lkelly@example.org,(797) 217-7688,3,Highly Satisfied ,Friends/Professors,0,No
62,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Carol,Male,Chemical Engineering,Undergraduate,alicia48@example.com,(327) 332-3747,3,Highly Satisfied ,Email,2,No
64,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Brandon,Female,Electrical Engineering,Graduate,jennifergonzalez@example.com,(301)215-3670x98942,5,Neutral,Social Media,1,No
70,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Larry,Female,Civil Engineering,Undergraduate,hthompson@example.org,(467) 726-0542,3,Somewhat Satisfied,Posters,1,No
55,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Scott,Male,Computer Science,Graduate,orobinson@example.org,(942) 973-0026,1,Neutral,Social Media,0,No
50,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Melissa,Male,Mechanical Engineering,Graduate,ortizrachel@example.org,(195) 095-9519,4,Neutral,Tech News,1,No
66,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Stephanie,Male,Mechanical Engineering,Graduate,bakerjavier@example.com,064-905-5952x7894,1,Somewhat Satisfied,Social Media,1,Yes
61,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Benjamin,Female,Chemical Engineering,Undergraduate,kristiashley@example.org,(535) 034-9190,3,Highly Satisfied ,Email,3,Yes
75,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Raymond,Female,Mechanical Engineering,Graduate,kerry34@example.org,(538) 283-3523,1,Neutral,Posters,3,No
67,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Samuel,Male,Civil Engineering,Undergraduate,yhernandez@example.com,001-273-759-2578x982,5,Wasn't Happy,Posters,3,No
59,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Rebecca,Female,Computer Science,Graduate,brandy64@example.org,(918) 701-7853,2,Somewhat Satisfied,Email,0,Yes
68,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Deborah,Male,Computer Science,Undergraduate,ghanna@example.net,(156) 410-8079,4,Wasn't Happy,Friends/Professors,2,Yes
78,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Gregory,Female,Mechanical Engineering,Graduate,amatthews@example.org,705.471.1273x67097,1,Wasn't Happy,Email,1,Yes
54,2,Workshop : Safety Training,"200 Sandra Throughway Suite 932, West Nicholas, MD 17157",12/1/2024 15:07,Spring,Sharon,Male,Electrical Engineering,Undergraduate,ryancook@example.net,027.090.6281x31797,2,Highly Satisfied ,Social Media,0,Yes
115,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Kathleen,Female,Civil Engineering,Graduate,shelby19@example.net,792-674-6168x23754,3,Highly Satisfied ,Social Media,0,No
79,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Amy,Female,Electrical Engineering,Undergraduate,howardjill@example.org,(403) 439-3283,4,Highly Satisfied ,Tech News,0,Yes
108,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Cynthia,Female,Mechanical Engineering,Undergraduate,jessica80@example.org,665-776-6377x61069,3,Highly Satisfied ,Email,1,No
91,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Alexander,Female,Computer Science,Undergraduate,pmartinez@example.org,(053)016-2472x39909,3,Neutral,Social Media,3,Yes
86,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Patrick,Female,Electrical Engineering,Undergraduate,opope@example.com,(725) 274-5536,4,Highly Satisfied ,Friends/Professors,0,Yes
89,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Jack,Female,Electrical Engineering,Undergraduate,cindy32@example.org,(288) 387-7536,2,Wasn't Happy,Social Media,3,Yes
112,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Henry,Female,Civil Engineering,Undergraduate,cheryl55@example.net,388.120.5474x57970,5,Highly Satisfied ,Tech News,2,No
101,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Angela,Male,Mechanical Engineering,Graduate,vwilliams@example.org,(108) 984-6372,5,Neutral,Email,2,No
105,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Shirley,Male,Civil Engineering,Graduate,hayesjames@example.com,553.602.3241x2258,1,Highly Satisfied ,Email,1,Yes
109,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Emma,Male,Civil Engineering,Undergraduate,ovillanueva@example.com,+1-853-083-3914x2978,4,Wasn't Happy,Tech News,1,Yes
100,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Catherine,Female,Chemical Engineering,Undergraduate,santanaashley@example.org,(169)115-7205x45825,4,Highly Satisfied ,Posters,1,Yes
87,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Katherine,Female,Electrical Engineering,Undergraduate,hillbrittany@example.net,699.003.5546x315,2,Somewhat Satisfied,Social Media,2,No
92,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Virginia,Male,Mechanical Engineering,Graduate,denise66@example.net,001-879-345-8839,1,Highly Satisfied ,Friends/Professors,1,Yes
88,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Nicole,Female,Electrical Engineering,Graduate,stephaniemorris@example.net,+1-437-046-4772x0582,3,Wasn't Happy,Posters,1,No
95,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Dennis,Male,Mechanical Engineering,Undergraduate,jamesgarcia@example.org,-7353,2,Somewhat Satisfied,Tech News,2,Yes
90,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Walter,Female,Computer Science,Undergraduate,brownjulie@example.com,(977)630-9603x28621,5,Somewhat Satisfied,Social Media,1,Yes
98,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Tyler,Male,Electrical Engineering,Graduate,andersonphilip@example.com,750-961-9559x327,1,Highly Satisfied ,Social Media,3,No
107,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Peter,Female,Mechanical Engineering,Undergraduate,williamscott@example.org,+1-521-945-3804x9673,3,Neutral,Posters,0,Yes
93,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Brenda,Male,Civil Engineering,Undergraduate,cummingsbruce@example.com,(516)103-2938x198,5,Somewhat Satisfied,Email,1,No
102,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Aaron,Female,Electrical Engineering,Graduate,crawfordtammy@example.net,(495) 560-3283,5,Somewhat Satisfied,Email,1,Yes
96,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Jerry,Female,Civil Engineering,Graduate,mike63@example.org,001-013-484-3706x30777,3,Highly Satisfied ,Posters,1,No
81,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Christine,Male,Chemical Engineering,Graduate,vharrison@example.com,368-888-6752x24481,2,Somewhat Satisfied,Friends/Professors,1,Yes
97,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Samantha,Male,Electrical Engineering,Undergraduate,cheryl78@example.org,001-025-658-3030x0487,1,Somewhat Satisfied,Email,2,Yes
104,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Adam,Female,Computer Science,Undergraduate,pjenkins@example.net,001-528-707-0386x29673,4,Somewhat Satisfied,Friends/Professors,2,Yes
111,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Rachel,Female,Civil Engineering,Graduate,fbecker@example.net,(939)474-2033x028,5,Neutral,Email,0,No
110,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Pamela,Female,Electrical Engineering,Graduate,johnsonnicholas@example.net,(958) 798-0163,3,Wasn't Happy,Email,3,No
84,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Frances,Male,Mechanical Engineering,Graduate,grace94@example.org,(271) 714-3260,3,Wasn't Happy,Social Media,0,No
82,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Nathan,Male,Civil Engineering,Graduate,wgutierrez@example.com,001-504-034-3082x870,3,Somewhat Satisfied,Tech News,0,Yes
103,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Douglas,Female,Electrical Engineering,Undergraduate,teresamiller@example.net,-9477,1,Somewhat Satisfied,Social Media,0,Yes
106,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Heather,Male,Mechanical Engineering,Graduate,wsanchez@example.net,001-098-037-9129x21366,4,Neutral,Posters,1,Yes
114,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Evelyn,Female,Civil Engineering,Graduate,mcintoshmichael@example.org,(737) 947-1406,3,Highly Satisfied ,Social Media,3,Yes
113,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Jose,Male,Computer Science,Graduate,howardyu@example.net,211.387.1521x9502,1,Neutral,Social Media,1,Yes
83,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Alice,Male,Electrical Engineering,Graduate,richard75@example.net,(621)439-6872x020,5,Highly Satisfied ,Friends/Professors,3,No
99,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Janet,Female,Mechanical Engineering,Undergraduate,orivera@example.net,(527) 134-9181,1,Highly Satisfied ,Tech News,0,No
85,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Maria,Female,Electrical Engineering,Graduate,melaniehernandez@example.com,(583) 225-6917,2,Neutral,Email,1,No
80,3,Startup Studio Orientation,"124 Wood Field, East Haleyfort, NY 17761",25/11/2023 17:49,Fall,Zachary,Female,Civil Engineering,Graduate,nichole18@example.net,+1-055-462-5453x7641,1,Highly Satisfied ,Social Media,1,Yes
